Aparecio,Complexion,Estado,Mes,Descripcion,Edad,Estatura,Sexo
0,NO ESPECIFICADO,ZACATECAS,5,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Delgada,ZACATECAS,5,1,19,1.6,HOMBRE
0,Delgada,PUEBLA,5,0,39,1.78,HOMBRE
0,NO ESPECIFICADO,JALISCO,5,0,31,1.87,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,5,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,5,1,30,1.75,HOMBRE
0,Mediana,TAMAULIPAS,5,1,27,1.75,HOMBRE
0,Delgada,CHIHUAHUA,5,0,28,1.78,HOMBRE
0,NO ESPECIFICADO,AGUASCALIENTES,5,0,26,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,AGUASCALIENTES,5,0,46,NO ESPECIFICADO,HOMBRE
0,Delgada,DURANGO,5,0,38,1.7,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,5,0,36,NO ESPECIFICADO,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,5,1,25,1.68,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,5,0,21,NO ESPECIFICADO,HOMBRE
0,Delgada,CIUDAD DE MEXICO,5,1,42,1.82,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,5,1,29,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,5,0,2,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,5,0,26,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,5,0,34,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,5,0,26,NO ESPECIFICADO,MUJER
0,Mediana,TAMAULIPAS,5,1,35,1.58,HOMBRE
0,Delgada,TAMAULIPAS,5,1,28,1.65,HOMBRE
0,Delgada,TAMAULIPAS,5,1,23,1.57,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,5,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,5,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,5,0,38,1.65,HOMBRE
0,NO ESPECIFICADO,AGUASCALIENTES,5,0,38,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,NUEVO LEON,5,0,48,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,5,0,31,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,5,0,16,NO ESPECIFICADO,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,5,0,37,1.76,HOMBRE
0,Robusta,TAMAULIPAS,5,1,16,1.7,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,5,0,28,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,5,1,14,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,DURANGO,5,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,SINALOA,5,0,53,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,5,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,5,1,22,1.57,MUJER
0,Delgada,TAMAULIPAS,5,1,26,1.75,HOMBRE
0,Delgada,TAMAULIPAS,5,0,34,1.6,HOMBRE
0,Robusta,TAMAULIPAS,5,0,30,1.8,HOMBRE
0,Delgada,TAMAULIPAS,5,1,22,1.65,HOMBRE
0,Delgada,ZACATECAS,5,1,19,1.7,HOMBRE
0,Delgada,TAMAULIPAS,5,0,31,1.8,HOMBRE
0,NO ESPECIFICADO,MORELOS,5,0,25,1.65,HOMBRE
0,Mediana,ESTADO DE MEXICO,5,1,85,1.6,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,5,0,29,1.7,HOMBRE
0,Delgada,BAJA CALIFORNIA,5,1,15,1.5,MUJER
0,Mediana,BAJA CALIFORNIA,5,0,16,NO ESPECIFICADO,MUJER
0,Mediana,CIUDAD DE MEXICO,5,1,37,1.7,HOMBRE
0,Robusta,TAMAULIPAS,5,1,20,1.52,MUJER
0,Delgada,TAMAULIPAS,5,1,26,1.68,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,5,1,36,1.7,HOMBRE
0,NO ESPECIFICADO,MORELOS,5,0,37,NO ESPECIFICADO,HOMBRE
0,Robusta,VERACRUZ,5,1,39,1.67,HOMBRE
0,Mediana,SINALOA,5,0,38,1.65,HOMBRE
0,Delgada,VERACRUZ,5,1,34,1.7,HOMBRE
0,NO ESPECIFICADO,SONORA,5,1,34,NO ESPECIFICADO,HOMBRE
0,Delgada,BAJA CALIFORNIA,5,0,18,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,NUEVO LEON,5,0,30,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,5,0,15,1.5,MUJER
0,Robusta,TAMAULIPAS,5,1,27,1.6,MUJER
0,Mediana,SONORA,5,1,14,1.45,MUJER
1,Delgada,SONORA,5,0,25,1.7,HOMBRE
0,Delgada,SONORA,5,0,21,1.7,HOMBRE
0,Delgada,SONORA,5,0,26,1.7,HOMBRE
1,Delgada,SONORA,5,0,25,1.7,HOMBRE
0,Delgada,SONORA,5,1,36,1.54,HOMBRE
0,Delgada,SONORA,5,1,47,1.6,HOMBRE
0,Robusta,SONORA,5,1,14,1.65,HOMBRE
0,Robusta,SONORA,5,0,NO ESPECIFICADO,1.35,HOMBRE
0,Delgada,SONORA,5,1,15,1.67,HOMBRE
0,Delgada,SONORA,5,0,33,1.71,HOMBRE
0,Delgada,SONORA,5,1,22,1.68,HOMBRE
0,Mediana,SONORA,5,0,16,1.8,HOMBRE
0,Delgada,PUEBLA,5,1,15,1.5,MUJER
0,Robusta,PUEBLA,5,1,21,NO ESPECIFICADO,HOMBRE
0,Mediana,PUEBLA,5,1,79,1.4,MUJER
0,Delgada,PUEBLA,5,0,48,1.6,HOMBRE
0,Robusta,COLIMA,5,0,33,1.6,HOMBRE
0,Robusta,COLIMA,5,0,48,1.6,MUJER
0,Robusta,PUEBLA,5,1,23,1.6,MUJER
0,NO ESPECIFICADO,CIUDAD DE MEXICO,5,0,23,NO ESPECIFICADO,HOMBRE
0,Robusta,PUEBLA,5,0,42,1.65,HOMBRE
0,Mediana,SINALOA,5,1,40,1.65,HOMBRE
0,Mediana,SINALOA,5,1,23,1.85,HOMBRE
0,NO ESPECIFICADO,SINALOA,5,0,41,NO ESPECIFICADO,HOMBRE
0,Delgada,ESTADO DE MEXICO,5,0,18,1.6,MUJER
0,Delgada,ESTADO DE MEXICO,5,0,34,1.7,HOMBRE
0,Robusta,COLIMA,5,1,30,1.69,MUJER
0,Delgada,SONORA,5,1,15,1.72,HOMBRE
0,Robusta,SONORA,5,1,59,1.74,HOMBRE
0,Delgada,SONORA,5,1,NO ESPECIFICADO,1.75,HOMBRE
0,Delgada,GUERRERO,5,1,26,1.66,HOMBRE
0,Delgada,JALISCO,5,1,19,1.8,HOMBRE
0,Mediana,SINALOA,5,0,64,1.7,HOMBRE
0,Delgada,ESTADO DE MEXICO,5,0,16,1.62,MUJER
0,Robusta,ESTADO DE MEXICO,5,0,44,1.78,HOMBRE
1,Robusta,QUERETARO,5,1,53,1.68,HOMBRE
1,Mediana,ESTADO DE MEXICO,5,0,2,0.8,MUJER
1,Mediana,ESTADO DE MEXICO,5,0,22,1.45,MUJER
0,NO ESPECIFICADO,NUEVO LEON,5,0,66,NO ESPECIFICADO,HOMBRE
0,Delgada,ESTADO DE MEXICO,5,0,3,0.94,MUJER
0,Delgada,ESTADO DE MEXICO,5,0,14,1.63,HOMBRE
0,Delgada,ESTADO DE MEXICO,5,0,16,1.58,MUJER
0,Delgada,ESTADO DE MEXICO,5,0,51,1.65,HOMBRE
0,Delgada,SINALOA,5,0,17,1.65,MUJER
1,Mediana,ESTADO DE MEXICO,5,0,37,1.6,HOMBRE
0,NO ESPECIFICADO,SINALOA,5,1,25,1.75,HOMBRE
0,Delgada,SINALOA,5,1,22,1.7,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,6,0,25,1.65,MUJER
0,NO ESPECIFICADO,SINALOA,6,0,33,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,6,0,18,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,NUEVO LEON,6,0,21,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,6,0,36,NO ESPECIFICADO,HOMBRE
0,Delgada,PUEBLA,6,0,35,1.55,MUJER
0,NO ESPECIFICADO,CHIHUAHUA,6,0,78,NO ESPECIFICADO,HOMBRE
0,Mediana,JALISCO,6,1,21,1.75,HOMBRE
0,Delgada,TAMAULIPAS,6,1,10,1.4,HOMBRE
0,Delgada,TAMAULIPAS,6,0,NO ESPECIFICADO,1.65,MUJER
0,Mediana,JALISCO,6,0,29,1.8,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,0,NO ESPECIFICADO,NO ESPECIFICADO,MUJER
0,Robusta,TAMAULIPAS,6,1,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Delgada,GUERRERO,6,1,26,1.74,HOMBRE
0,Robusta,GUERRERO,6,0,41,1.74,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,6,0,56,NO ESPECIFICADO,HOMBRE
0,Mediana,COAHUILA DE ZARAGOZA,6,1,45,1.75,HOMBRE
0,Delgada,GUERRERO,6,1,23,1.8,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,6,1,37,1.67,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Mediana,SAN LUIS POTOSI,6,0,25,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,1,44,NO ESPECIFICADO,HOMBRE
0,Delgada,GUERRERO,6,1,26,1.7,HOMBRE
0,Delgada,CIUDAD DE MEXICO,6,1,14,1.57,MUJER
0,Mediana,CIUDAD DE MEXICO,6,1,40,1.65,HOMBRE
0,Mediana,CIUDAD DE MEXICO,6,1,13,1.35,HOMBRE
0,Delgada,CIUDAD DE MEXICO,6,1,62,1.76,HOMBRE
0,Delgada,CIUDAD DE MEXICO,6,1,15,1.53,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,6,1,35,1.7,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,1,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Robusta,TAMAULIPAS,6,1,45,1.5,HOMBRE
0,Mediana,TAMAULIPAS,6,0,46,1.54,HOMBRE
0,Robusta,TAMAULIPAS,6,1,26,1.8,HOMBRE
0,Delgada,TAMAULIPAS,6,1,19,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,6,1,20,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,0,19,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,6,1,49,1.72,HOMBRE
0,NO ESPECIFICADO,AGUASCALIENTES,6,0,43,NO ESPECIFICADO,MUJER
0,Mediana,TAMAULIPAS,6,0,30,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,SONORA,6,0,26,NO ESPECIFICADO,HOMBRE
0,Delgada,JALISCO,6,1,24,NO ESPECIFICADO,HOMBRE
0,Robusta,TAMAULIPAS,6,1,42,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,6,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Mediana,BAJA CALIFORNIA,6,1,12,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,6,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Mediana,SINALOA,6,1,39,1.7,HOMBRE
0,Delgada,TAMAULIPAS,6,1,48,1.65,HOMBRE
0,Robusta,JALISCO,6,1,27,1.69,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,SINALOA,6,0,36,1.7,HOMBRE
0,NO ESPECIFICADO,SINALOA,6,0,30,1.8,HOMBRE
0,NO ESPECIFICADO,SINALOA,6,0,33,1.7,HOMBRE
0,Mediana,PUEBLA,6,1,47,1.62,HOMBRE
0,Delgada,GUERRERO,6,1,19,1.7,MUJER
0,Robusta,CIUDAD DE MEXICO,6,1,75,1.52,HOMBRE
0,NO ESPECIFICADO,ESTADO DE MEXICO,6,1,18,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,ESTADO DE MEXICO,6,0,15,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,ESTADO DE MEXICO,6,1,53,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,6,0,88,NO ESPECIFICADO,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,6,1,34,1.54,HOMBRE
0,Robusta,GUERRERO,6,0,32,1.75,HOMBRE
0,Mediana,PUEBLA,6,1,12,1.4,HOMBRE
0,Delgada,PUEBLA,6,1,14,1.5,HOMBRE
0,Delgada,QUERETARO,6,1,27,1.57,MUJER
0,Delgada,MICHOACAN,6,0,27,1.8,HOMBRE
0,Robusta,CHIHUAHUA,6,1,35,1.55,HOMBRE
0,Delgada,SINALOA,6,1,18,1.75,HOMBRE
0,Delgada,SINALOA,6,0,36,1.62,HOMBRE
0,NO ESPECIFICADO,SINALOA,6,0,29,1.72,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,6,0,22,NO ESPECIFICADO,HOMBRE
0,Delgada,ZACATECAS,6,1,19,1.6,HOMBRE
0,NO ESPECIFICADO,SINALOA,6,1,41,1.7,HOMBRE
0,Delgada,SINALOA,6,0,16,1.55,HOMBRE
0,Mediana,CHIHUAHUA,6,0,31,1.75,HOMBRE
0,Delgada,ESTADO DE MEXICO,6,0,23,1.86,HOMBRE
0,Robusta,ESTADO DE MEXICO,6,0,31,1.85,HOMBRE
0,Robusta,ESTADO DE MEXICO,6,0,33,1.48,MUJER
0,Robusta,ESTADO DE MEXICO,6,0,56,1.65,MUJER
0,NO ESPECIFICADO,GUANAJUATO,6,0,42,NO ESPECIFICADO,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,6,1,21,NO ESPECIFICADO,HOMBRE
0,Delgada,JALISCO,6,1,22,1.76,HOMBRE
0,Delgada,JALISCO,6,1,25,1.72,HOMBRE
0,Mediana,JALISCO,6,1,39,1.67,HOMBRE
0,Delgada,SINALOA,6,1,28,1.72,HOMBRE
0,Mediana,SINALOA,6,1,29,1.7,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,0,32,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,0,41,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,0,18,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,6,0,33,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,6,0,39,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,6,0,0,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,SINALOA,6,1,21,1.68,HOMBRE
0,Robusta,ZACATECAS,6,1,43,1.7,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,7,0,31,1.6,HOMBRE
0,Mediana,ESTADO DE MEXICO,7,1,51,1.6,MUJER
0,Delgada,PUEBLA,7,0,20,1.6,HOMBRE
0,Robusta,JALISCO,7,0,29,1.7,HOMBRE
0,NO ESPECIFICADO,TABASCO,7,0,16,NO ESPECIFICADO,MUJER
0,Delgada,JALISCO,7,0,36,1.75,HOMBRE
0,NO ESPECIFICADO,SINALOA,7,0,33,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,NUEVO LEON,7,0,58,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,7,0,33,NO ESPECIFICADO,HOMBRE
0,Delgada,JALISCO,7,0,15,1.6,HOMBRE
0,Delgada,JALISCO,7,1,39,1.6,HOMBRE
0,Delgada,TAMAULIPAS,7,0,NO ESPECIFICADO,1.6,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,7,1,42,1.75,HOMBRE
0,Mediana,MICHOACAN,7,1,17,1.75,HOMBRE
0,NO ESPECIFICADO,SINALOA,7,0,24,NO ESPECIFICADO,HOMBRE
0,Delgada,ESTADO DE MEXICO,7,1,20,1.65,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,7,0,30,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,SONORA,7,1,24,NO ESPECIFICADO,HOMBRE
0,Delgada,TAMAULIPAS,7,1,32,1.7,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,7,0,35,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,NUEVO LEON,7,0,16,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,7,0,47,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,NUEVO LEON,7,0,15,NO ESPECIFICADO,HOMBRE
0,Robusta,GUERRERO,7,1,46,1.7,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,7,0,44,NO ESPECIFICADO,HOMBRE
0,Delgada,ESTADO DE MEXICO,7,1,13,1.78,HOMBRE
0,Delgada,JALISCO,7,1,35,1.65,HOMBRE
0,Mediana,BAJA CALIFORNIA,7,1,19,NO ESPECIFICADO,HOMBRE
0,Delgada,MICHOACAN,7,0,18,1.76,HOMBRE
0,Robusta,MICHOACAN,7,1,35,1.7,HOMBRE
0,NO ESPECIFICADO,COAHUILA DE ZARAGOZA,7,0,24,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,7,0,22,NO ESPECIFICADO,HOMBRE
0,Delgada,CHIHUAHUA,7,1,29,1.72,HOMBRE
0,Delgada,SINALOA,7,0,5,1,HOMBRE
0,Delgada,ESTADO DE MEXICO,7,0,5,1.1,HOMBRE
0,Robusta,JALISCO,7,1,14,1.65,MUJER
0,Delgada,CHIHUAHUA,7,0,13,1.5,HOMBRE
0,Robusta,BAJA CALIFORNIA,7,0,NO ESPECIFICADO,1.78,HOMBRE
0,Mediana,BAJA CALIFORNIA,7,0,15,1.65,HOMBRE
0,Delgada,PUEBLA,7,1,91,1.55,HOMBRE
0,Delgada,PUEBLA,7,1,83,1.55,HOMBRE
0,Delgada,CHIHUAHUA,7,1,59,1.62,HOMBRE
0,Delgada,ESTADO DE MEXICO,7,0,2,0.81,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,7,0,16,NO ESPECIFICADO,MUJER
0,Robusta,ESTADO DE MEXICO,7,0,29,1.65,HOMBRE
0,Delgada,GUERRERO,7,1,19,1.7,HOMBRE
0,Robusta,CIUDAD DE MEXICO,7,0,15,1.6,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,7,0,25,NO ESPECIFICADO,HOMBRE
0,Delgada,BAJA CALIFORNIA,7,1,16,1.6,HOMBRE
0,Delgada,ESTADO DE MEXICO,7,0,45,1.7,HOMBRE
0,Delgada,GUERRERO,7,1,15,1.54,MUJER
1,NO ESPECIFICADO,NUEVO LEON,7,0,16,NO ESPECIFICADO,MUJER
0,Robusta,PUEBLA,7,1,46,1.8,HOMBRE
1,NO ESPECIFICADO,NUEVO LEON,7,0,24,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,7,0,27,NO ESPECIFICADO,MUJER
0,Delgada,PUEBLA,7,1,46,1.72,HOMBRE
0,Delgada,COLIMA,7,1,28,1.55,HOMBRE
1,Delgada,PUEBLA,7,1,53,1.68,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,7,0,7,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,7,0,45,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,7,0,42,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,GUANAJUATO,7,0,10,NO ESPECIFICADO,MUJER
1,NO ESPECIFICADO,GUANAJUATO,7,0,17,1.65,MUJER
0,Robusta,ZACATECAS,7,1,41,1.8,HOMBRE
0,Delgada,CHIHUAHUA,8,0,21,1.6,MUJER
0,Mediana,CHIHUAHUA,8,0,50,1.75,HOMBRE
0,Mediana,BAJA CALIFORNIA,8,1,23,1.68,HOMBRE
0,NO ESPECIFICADO,CIUDAD DE MEXICO,8,0,7,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,CIUDAD DE MEXICO,8,0,6,NO ESPECIFICADO,MUJER
0,Delgada,ESTADO DE MEXICO,8,1,47,1.68,HOMBRE
0,Delgada,QUERETARO,8,1,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,8,0,43,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,8,0,12,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,8,0,41,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,8,0,39,NO ESPECIFICADO,HOMBRE
0,Robusta,TAMAULIPAS,8,1,44,1.7,HOMBRE
0,Robusta,TAMAULIPAS,8,0,21,1.78,HOMBRE
0,Robusta,TAMAULIPAS,8,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,8,0,39,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,8,0,41,NO ESPECIFICADO,MUJER
0,Robusta,TAMAULIPAS,8,0,27,1.74,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,8,0,47,NO ESPECIFICADO,MUJER
0,Mediana,COAHUILA DE ZARAGOZA,8,1,46,1.7,HOMBRE
0,Robusta,TAMAULIPAS,8,1,54,1.6,MUJER
0,NO ESPECIFICADO,SINALOA,8,0,48,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,CIUDAD DE MEXICO,8,1,14,NO ESPECIFICADO,MUJER
0,Delgada,NAYARIT,8,0,NO ESPECIFICADO,1.72,HOMBRE
0,Delgada,TAMAULIPAS,8,0,18,1.5,HOMBRE
0,Delgada,TAMAULIPAS,8,0,21,1.6,HOMBRE
0,Mediana,JALISCO,8,1,43,1.77,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,8,0,13,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,8,0,21,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,8,0,24,NO ESPECIFICADO,HOMBRE
0,Mediana,CIUDAD DE MEXICO,8,1,38,1.41,MUJER
0,Delgada,CIUDAD DE MEXICO,8,1,13,1.42,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,8,0,15,NO ESPECIFICADO,HOMBRE
0,Delgada,JALISCO,8,1,44,1.67,HOMBRE
0,NO ESPECIFICADO,SINALOA,8,0,24,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,SINALOA,8,0,76,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,8,0,59,NO ESPECIFICADO,HOMBRE
0,Delgada,CIUDAD DE MEXICO,8,1,14,1.65,MUJER
0,Delgada,VERACRUZ,8,1,17,1.54,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,8,0,NO ESPECIFICADO,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,PUEBLA,8,1,70,1.67,HOMBRE
0,Delgada,TAMAULIPAS,8,1,15,1.65,MUJER
0,Delgada,TAMAULIPAS,8,1,22,1.72,HOMBRE
0,Delgada,ESTADO DE MEXICO,8,1,82,1.7,HOMBRE
0,Delgada,TAMAULIPAS,8,0,35,1.75,HOMBRE
0,NO ESPECIFICADO,SINALOA,8,0,31,1.71,HOMBRE
0,Delgada,SINALOA,8,1,44,1.56,HOMBRE
0,Delgada,TAMAULIPAS,8,1,19,1.76,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,8,0,16,NO ESPECIFICADO,MUJER
0,Robusta,ESTADO DE MEXICO,8,0,62,1.7,HOMBRE
0,Delgada,GUERRERO,8,0,15,1.5,HOMBRE
0,Robusta,TAMAULIPAS,8,1,27,1.62,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,8,0,NO ESPECIFICADO,NO ESPECIFICADO,HOMBRE
0,Delgada,SINALOA,8,1,18,1.51,MUJER
0,NO ESPECIFICADO,BAJA CALIFORNIA,8,0,1,NO ESPECIFICADO,HOMBRE
0,Robusta,ESTADO DE MEXICO,8,0,34,1.75,HOMBRE
0,Delgada,JALISCO,8,1,32,1.72,HOMBRE
0,Robusta,PUEBLA,8,1,14,1.55,MUJER
0,Delgada,AGUASCALIENTES,8,0,NO ESPECIFICADO,1.65,HOMBRE
0,Delgada,ESTADO DE MEXICO,8,0,16,1.55,MUJER
0,Robusta,JALISCO,8,1,34,1.87,HOMBRE
0,Delgada,SINALOA,8,0,23,1.67,MUJER
0,NO ESPECIFICADO,SINALOA,8,0,16,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,SINALOA,8,0,34,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,8,0,36,NO ESPECIFICADO,HOMBRE
0,Robusta,TAMAULIPAS,8,1,30,1.72,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,8,0,26,NO ESPECIFICADO,HOMBRE
0,Delgada,SONORA,8,0,27,1.79,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,8,1,24,NO ESPECIFICADO,HOMBRE
0,Delgada,SINALOA,8,1,28,1.8,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,8,0,81,NO ESPECIFICADO,MUJER
0,Robusta,PUEBLA,8,1,23,1.69,HOMBRE
0,Delgada,CHIHUAHUA,8,0,15,1.6,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,8,0,38,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,NUEVO LEON,8,0,NO ESPECIFICADO,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,GUANAJUATO,8,0,38,NO ESPECIFICADO,HOMBRE
0,Delgada,ESTADO DE MEXICO,8,0,17,1.4,MUJER
0,Delgada,JALISCO,8,1,23,1.6,HOMBRE
0,NO ESPECIFICADO,SINALOA,9,0,53,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,9,0,25,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,9,0,30,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,JALISCO,9,0,38,1.9,HOMBRE
0,Delgada,GUERRERO,9,1,36,1.7,HOMBRE
0,Delgada,TAMAULIPAS,9,0,52,1.52,HOMBRE
0,NO ESPECIFICADO,GUERRERO,9,0,21,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,9,0,NO ESPECIFICADO,NO ESPECIFICADO,MUJER
0,NO ESPECIFICADO,SINALOA,9,0,20,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,SINALOA,9,0,17,NO ESPECIFICADO,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,9,0,42,NO ESPECIFICADO,HOMBRE
