Aparecio,Complexion,Estado,Mes,Descripcion,Edad,Estatura,Sexo
0,NO ESPECIFICADO,TAMAULIPAS,7,0,73.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,7,0,11.00,,MUJER
0,Robusta,COAHUILA DE ZARAGOZA,7,0,24.00,,HOMBRE
0,NO ESPECIFICADO,JALISCO,7,1,39.00,155,HOMBRE
0,Delgada,JALISCO,7,0,17.00,170,HOMBRE
0,Delgada,JALISCO,7,1,25.00,160,MUJER
0,Delgada,CHIHUAHUA,7,1,13.00,150,HOMBRE
0,Robusta,TAMAULIPAS,7,1,27.00,168,HOMBRE
0,Delgada,CHIHUAHUA,7,0,39.00,164,HOMBRE
0,NO ESPECIFICADO,COAHUILA DE ZARAGOZA,7,0,19.00,,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,7,0,,,HOMBRE
0,Robusta,TAMAULIPAS,7,0,33.00,,MUJER
0,Delgada,TAMAULIPAS,7,0,32.00,180,HOMBRE
0,Delgada,TAMAULIPAS,7,0,20.00,170,HOMBRE
0,Robusta,TAMAULIPAS,7,1,34.00,170,MUJER
0,Delgada,TAMAULIPAS,7,0,37.00,165,MUJER
0,Mediana,TAMAULIPAS,7,0,41.00,150,MUJER
0,Robusta,TAMAULIPAS,7,0,34.00,176,HOMBRE
0,Mediana,TAMAULIPAS,7,0,47.00,170,HOMBRE
1,Mediana,TAMAULIPAS,7,1,19.00,160,MUJER
0,Robusta,TAMAULIPAS,7,1,26.00,,MUJER
0,Robusta,SINALOA,7,1,38.00,183,HOMBRE
0,NO ESPECIFICADO,BAJA CALIFORNIA,7,0,12.00,,HOMBRE
0,Robusta,JALISCO,7,1,25.00,194,HOMBRE
0,Delgada,PUEBLA,7,1,16.00,154,MUJER
0,NO ESPECIFICADO,AGUASCALIENTES,7,0,,,MUJER
0,Robusta,ESTADO DE MEXICO,7,0,23.00,162,HOMBRE
0,Delgada,ESTADO DE MEXICO,7,0,3.00,90,HOMBRE
0,Delgada,TAMAULIPAS,7,1,28.00,167,HOMBRE
0,Delgada,QUERETARO,7,1,24.00,175,HOMBRE
0,Mediana,CHIHUAHUA,7,0,28.00,198,HOMBRE
0,Delgada,TAMAULIPAS,7,0,47.00,175,HOMBRE
0,Delgada,ESTADO DE MEXICO,7,0,4.00,105,MUJER
1,Delgada,SINALOA,7,0,16.00,170,MUJER
1,NO ESPECIFICADO,SINALOA,7,0,16.00,,MUJER
0,Mediana,SINALOA,7,1,29.00,165,HOMBRE
0,Delgada,PUEBLA,7,0,23.00,170,HOMBRE
0,Delgada,PUEBLA,7,0,28.00,155,HOMBRE
0,Robusta,PUEBLA,7,0,22.00,,MUJER
0,Mediana,CHIHUAHUA,7,1,23.00,160,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,7,0,23.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,7,0,77.00,,MUJER
0,Robusta,ESTADO DE MEXICO,7,0,45.00,169,HOMBRE
0,Mediana,ESTADO DE MEXICO,7,0,24.00,160,MUJER
0,Delgada,ESTADO DE MEXICO,7,0,2.00,95,HOMBRE
0,Delgada,CHIAPAS,7,1,83.00,162,HOMBRE
1,NO ESPECIFICADO,NUEVO LEON,7,0,2.00,,HOMBRE
1,Mediana,QUERETARO,7,1,1.00,100,MUJER
1,NO ESPECIFICADO,NUEVO LEON,7,0,17.00,,MUJER
0,Robusta,QUERETARO,7,1,28.00,150,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,7,0,16.00,,MUJER
0,NO ESPECIFICADO,GUANAJUATO,7,0,45.00,,HOMBRE
0,Mediana,PUEBLA,8,1,45.00,154,HOMBRE
0,Delgada,MICHOACAN,8,1,62.00,155,HOMBRE
0,Delgada,TAMAULIPAS,8,1,32.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,8,0,56.00,,HOMBRE
0,Mediana,CHIHUAHUA,8,1,42.00,160,HOMBRE
0,Robusta,CHIHUAHUA,8,1,40.00,175,HOMBRE
0,Delgada,CHIHUAHUA,8,0,24.00,155,MUJER
0,NO ESPECIFICADO,TABASCO,8,0,35.00,,HOMBRE
0,Robusta,NAYARIT,8,1,39.00,175,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,8,1,38.00,,MUJER
0,Delgada,ESTADO DE MEXICO,8,1,23.00,170,HOMBRE
0,NO ESPECIFICADO,DURANGO,8,1,21.00,180,HOMBRE
0,Delgada,CIUDAD DE MEXICO,8,1,49.00,170,HOMBRE
0,Mediana,CIUDAD DE MEXICO,8,1,48.00,161,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,8,0,,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,8,0,36.00,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,8,0,16.00,158,MUJER
0,NO ESPECIFICADO,NUEVO LEON,8,0,36.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,8,0,36.00,,HOMBRE
0,NO ESPECIFICADO,SAN LUIS POTOSI,8,0,37.00,,HOMBRE
0,Mediana,VERACRUZ,8,1,21.00,175,HOMBRE
0,Delgada,MICHOACAN,8,0,33.00,175,HOMBRE
0,Delgada,TAMAULIPAS,8,0,17.00,,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,8,0,33.00,,HOMBRE
0,Delgada,CIUDAD DE MEXICO,8,1,50.00,150,HOMBRE
0,Delgada,COLIMA,8,0,,172,HOMBRE
0,NO ESPECIFICADO,SINALOA,8,0,18.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,8,0,41.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,8,0,41.00,,MUJER
0,NO ESPECIFICADO,NUEVO LEON,8,0,26.00,,HOMBRE
0,Mediana,CIUDAD DE MEXICO,8,1,46.00,145,MUJER
0,Delgada,VERACRUZ,8,0,22.00,155,HOMBRE
0,Mediana,JALISCO,8,0,29.00,162,HOMBRE
0,Delgada,ESTADO DE MEXICO,8,0,15.00,,HOMBRE
0,NO ESPECIFICADO,SINALOA,8,0,46.00,172,HOMBRE
0,Delgada,GUERRERO,8,1,38.00,175,HOMBRE
0,NO ESPECIFICADO,SONORA,8,1,65.00,,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,8,1,56.00,165,HOMBRE
0,Delgada,TAMAULIPAS,8,0,,,MUJER
0,Delgada,JALISCO,8,1,48.00,172,HOMBRE
0,Mediana,TAMAULIPAS,8,0,41.00,180,HOMBRE
0,Delgada,JALISCO,8,1,29.00,170,HOMBRE
0,NO ESPECIFICADO,SONORA,8,1,35.00,,HOMBRE
0,NO ESPECIFICADO,SONORA,8,1,16.00,,MUJER
0,Mediana,SONORA,8,1,28.00,170,HOMBRE
0,NO ESPECIFICADO,ESTADO DE MEXICO,8,1,,,HOMBRE
0,NO ESPECIFICADO,TABASCO,8,0,16.00,,MUJER
0,Robusta,TAMAULIPAS,8,1,30.00,175,HOMBRE
0,Delgada,ZACATECAS,8,1,27.00,170,HOMBRE
0,Delgada,ZACATECAS,8,1,18.00,176,HOMBRE
0,NO ESPECIFICADO,BAJA CALIFORNIA,8,0,16.00,,HOMBRE
0,NO ESPECIFICADO,BAJA CALIFORNIA,8,0,13.00,,HOMBRE
0,Delgada,QUERETARO,8,1,15.00,153,MUJER
0,Robusta,AGUASCALIENTES,8,0,39.00,160,HOMBRE
0,Delgada,ESTADO DE MEXICO,8,0,12.00,149,MUJER
0,Mediana,ESTADO DE MEXICO,8,0,15.00,154,MUJER
0,Mediana,JALISCO,8,1,46.00,171,HOMBRE
0,Mediana,SINALOA,8,0,13.00,163,MUJER
0,Delgada,SINALOA,8,1,30.00,170,HOMBRE
0,Robusta,TAMAULIPAS,8,0,33.00,175,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,8,0,43.00,,HOMBRE
0,Delgada,JALISCO,8,1,30.00,170,HOMBRE
0,Delgada,SONORA,8,1,22.00,179,HOMBRE
0,Delgada,ESTADO DE MEXICO,8,0,10.00,120,MUJER
0,Robusta,PUEBLA,8,1,20.00,150,MUJER
0,Robusta,DURANGO,8,1,26.00,165,MUJER
0,NO ESPECIFICADO,NUEVO LEON,8,0,43.00,,HOMBRE
1,Robusta,COLIMA,8,0,30.00,165,MUJER
0,Robusta,ESTADO DE MEXICO,8,0,38.00,160,MUJER
0,Delgada,ESTADO DE MEXICO,8,0,27.00,150,MUJER
0,Delgada,JALISCO,8,1,20.00,150,HOMBRE
0,Robusta,JALISCO,8,1,36.00,178,HOMBRE
0,Mediana,JALISCO,8,1,21.00,168,HOMBRE
0,Delgada,JALISCO,8,1,34.00,170,HOMBRE
0,Robusta,COLIMA,8,0,47.00,158,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,9,1,63.00,163,HOMBRE
0,Delgada,BAJA CALIFORNIA,9,0,23.00,173,HOMBRE
0,NO ESPECIFICADO,SINALOA,9,0,22.00,,HOMBRE
0,NO ESPECIFICADO,SINALOA,9,0,25.00,,HOMBRE
0,NO ESPECIFICADO,SINALOA,9,0,33.00,,HOMBRE
0,NO ESPECIFICADO,SINALOA,9,0,65.00,,HOMBRE
0,NO ESPECIFICADO,ZACATECAS,9,0,,,HOMBRE
0,NO ESPECIFICADO,CIUDAD DE MEXICO,9,0,13.00,,MUJER
0,Delgada,ESTADO DE MEXICO,9,1,38.00,160,HOMBRE
0,Delgada,MICHOACAN,9,0,19.00,168,HOMBRE
0,Mediana,CHIHUAHUA,9,0,36.00,175,HOMBRE
0,Delgada,JALISCO,9,1,38.00,165,HOMBRE
0,Mediana,TAMAULIPAS,9,0,,170,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,9,0,67.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,9,0,36.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,9,0,41.00,,HOMBRE
0,Delgada,TAMAULIPAS,9,1,64.00,170,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,9,0,27.00,,HOMBRE
0,NO ESPECIFICADO,CHIHUAHUA,9,0,16.00,155,MUJER
0,Delgada,CIUDAD DE MEXICO,9,1,17.00,155,MUJER
0,Delgada,CHIHUAHUA,9,1,40.00,160,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,9,0,41.00,170,HOMBRE
0,Mediana,SINALOA,9,0,15.00,150,MUJER
0,Delgada,TAMAULIPAS,9,1,,180,HOMBRE
0,Delgada,ESTADO DE MEXICO,9,1,86.00,170,HOMBRE
0,Robusta,OAXACA,9,1,33.00,160,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,9,1,19.00,160,MUJER
0,Delgada,COAHUILA DE ZARAGOZA,9,1,25.00,170,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,9,1,24.00,178,HOMBRE
0,Delgada,TAMAULIPAS,9,1,36.00,175,HOMBRE
0,Delgada,GUERRERO,9,1,37.00,182,HOMBRE
0,Delgada,JALISCO,9,1,40.00,185,HOMBRE
0,Delgada,CHIHUAHUA,9,0,16.00,165,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,9,1,23.00,170,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,9,1,24.00,163,HOMBRE
0,Robusta,OAXACA,9,1,17.00,155,MUJER
0,Delgada,SINALOA,9,1,47.00,185,HOMBRE
0,Delgada,CHIHUAHUA,9,0,25.00,170,HOMBRE
0,Mediana,JALISCO,9,0,25.00,175,HOMBRE
0,Mediana,TAMAULIPAS,9,0,35.00,185,HOMBRE
0,NO ESPECIFICADO,SINALOA,9,0,36.00,180,HOMBRE
0,Mediana,SONORA,9,1,30.00,170,HOMBRE
0,NO ESPECIFICADO,SONORA,9,1,28.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,9,0,13.00,,MUJER
0,Mediana,SINALOA,9,1,37.00,175,HOMBRE
0,Mediana,SINALOA,9,1,43.00,175,HOMBRE
0,Delgada,SINALOA,9,0,54.00,180,HOMBRE
0,Delgada,SONORA,9,1,48.00,160,HOMBRE
0,Delgada,MICHOACAN,9,1,48.00,172,HOMBRE
0,Obesa,ESTADO DE MEXICO,9,1,10.00,111,MUJER
0,Delgada,GUERRERO,9,1,31.00,162,HOMBRE
0,Mediana,AGUASCALIENTES,9,0,48.00,180,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,9,0,18.00,,MUJER
1,Delgada,ESTADO DE MEXICO,9,0,14.00,162,HOMBRE
0,Delgada,ESTADO DE MEXICO,9,0,12.00,140,HOMBRE
0,Robusta,ESTADO DE MEXICO,9,0,24.00,170,MUJER
0,Robusta,TAMAULIPAS,9,0,31.00,184,HOMBRE
0,NO ESPECIFICADO,GUANAJUATO,9,0,27.00,165,HOMBRE
0,Robusta,CHIAPAS,9,1,17.00,150,HOMBRE
0,Delgada,TAMAULIPAS,9,1,20.00,155,HOMBRE
0,Robusta,CHIHUAHUA,9,1,48.00,159,HOMBRE
1,Delgada,SINALOA,9,1,19.00,,HOMBRE
0,NO ESPECIFICADO,SINALOA,9,1,51.00,150,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,9,0,22.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,9,0,48.00,,HOMBRE
0,Robusta,MICHOACAN,9,0,53.00,163,HOMBRE
0,Mediana,ESTADO DE MEXICO,9,0,45.00,150,MUJER
0,Delgada,COAHUILA DE ZARAGOZA,9,0,25.00,175,HOMBRE
0,Delgada,CAMPECHE,9,1,16.00,150,HOMBRE
0,NO ESPECIFICADO,JALISCO,10,0,40.00,,HOMBRE
0,NO ESPECIFICADO,DURANGO,10,0,29.00,,HOMBRE
0,NO ESPECIFICADO,GUERRERO,10,0,22.00,,HOMBRE
0,Robusta,COLIMA,10,0,34.00,178,HOMBRE
0,Delgada,TAMAULIPAS,10,1,55.00,160,HOMBRE
0,Robusta,JALISCO,10,1,47.00,170,HOMBRE
0,Robusta,ESTADO DE MEXICO,10,1,35.00,165,MUJER
0,NO ESPECIFICADO,NUEVO LEON,10,0,31.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,10,0,56.00,,HOMBRE
0,Robusta,MICHOACAN,10,1,20.00,187,HOMBRE
0,Mediana,TAMAULIPAS,10,0,20.00,,MUJER
0,NO ESPECIFICADO,GUANAJUATO,10,0,33.00,,MUJER
0,Delgada,TAMAULIPAS,10,1,43.00,174,HOMBRE
0,Robusta,JALISCO,10,1,36.00,160,MUJER
0,Delgada,COAHUILA DE ZARAGOZA,10,1,18.00,162,MUJER
0,Delgada,JALISCO,10,1,18.00,170,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,10,0,,,HOMBRE
0,Delgada,TAMAULIPAS,10,1,21.00,175,HOMBRE
0,Delgada,GUERRERO,10,0,39.00,175,HOMBRE
0,Mediana,CIUDAD DE MEXICO,10,0,28.00,179,MUJER
0,NO ESPECIFICADO,MICHOACAN,10,0,15.00,,MUJER
0,Robusta,JALISCO,10,1,36.00,175,HOMBRE
0,Mediana,MICHOACAN,10,0,42.00,,MUJER
0,NO ESPECIFICADO,ESTADO DE MEXICO,10,0,1.00,,MUJER
0,Mediana,TAMAULIPAS,10,1,13.00,150,HOMBRE
0,Delgada,VERACRUZ,10,1,17.00,168,HOMBRE
0,Mediana,CHIHUAHUA,10,0,42.00,180,HOMBRE
0,Delgada,GUERRERO,10,1,35.00,170,HOMBRE
0,Mediana,JALISCO,10,1,51.00,175,HOMBRE
1,NO ESPECIFICADO,AGUASCALIENTES,10,0,16.00,,MUJER
0,Robusta,GUERRERO,10,1,32.00,160,HOMBRE
0,Robusta,CIUDAD DE MEXICO,10,1,72.00,170,HOMBRE
0,Robusta,CIUDAD DE MEXICO,10,1,58.00,170,HOMBRE
0,Mediana,SINALOA,10,0,22.00,170,HOMBRE
0,Delgada,ESTADO DE MEXICO,10,0,24.00,170,HOMBRE
0,Mediana,ESTADO DE MEXICO,10,0,20.00,165,HOMBRE
0,Robusta,MICHOACAN,10,0,57.00,,HOMBRE
0,Mediana,MICHOACAN,10,1,42.00,,HOMBRE
0,Delgada,PUEBLA,10,1,69.00,156,MUJER
0,Delgada,SONORA,10,0,47.00,163,HOMBRE
0,Delgada,PUEBLA,10,1,48.00,165,HOMBRE
0,Delgada,PUEBLA,10,1,50.00,166,HOMBRE
0,Delgada,TAMAULIPAS,10,1,24.00,175,HOMBRE
0,Delgada,TAMAULIPAS,10,0,26.00,165,HOMBRE
0,Delgada,CHIHUAHUA,10,0,19.00,165,HOMBRE
0,Delgada,JALISCO,10,1,21.00,170,HOMBRE
0,NO ESPECIFICADO,CIUDAD DE MEXICO,10,0,25.00,,MUJER
0,Mediana,GUERRERO,10,1,29.00,155,HOMBRE
0,Delgada,ESTADO DE MEXICO,10,0,5.00,100,MUJER
0,Robusta,ESTADO DE MEXICO,10,0,4.00,80,HOMBRE
0,Mediana,ESTADO DE MEXICO,10,0,26.00,162,MUJER
0,NO ESPECIFICADO,SINALOA,10,1,32.00,170,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,10,0,27.00,,HOMBRE
0,Delgada,DURANGO,10,1,29.00,,MUJER
0,Delgada,ESTADO DE MEXICO,10,0,17.00,154,MUJER
0,Delgada,JALISCO,10,1,31.00,165,HOMBRE
0,Robusta,SONORA,11,1,52.00,175,HOMBRE
0,Robusta,MICHOACAN,11,0,26.00,160,MUJER
0,Delgada,ESTADO DE MEXICO,11,0,69.00,160,MUJER
0,Mediana,TAMAULIPAS,11,1,40.00,,HOMBRE
0,Delgada,ESTADO DE MEXICO,11,1,32.00,170,HOMBRE
0,Delgada,PUEBLA,11,0,17.00,145,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,11,1,29.00,,HOMBRE
0,NO ESPECIFICADO,CIUDAD DE MEXICO,11,0,15.00,,MUJER
0,Robusta,TAMAULIPAS,11,1,33.00,195,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,11,0,,,HOMBRE
0,Delgada,TAMAULIPAS,11,0,48.00,173,HOMBRE
0,Delgada,JALISCO,11,0,,155,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,11,1,46.00,180,HOMBRE
0,Robusta,JALISCO,11,1,28.00,170,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,11,0,51.00,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,11,0,36.00,,MUJER
0,NO ESPECIFICADO,NUEVO LEON,11,0,21.00,,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,11,0,,,HOMBRE
0,Robusta,MICHOACAN,11,1,36.00,167,HOMBRE
0,Delgada,MICHOACAN,11,1,57.00,,HOMBRE
0,Delgada,CIUDAD DE MEXICO,11,1,23.00,165,MUJER
0,Delgada,CHIHUAHUA,11,0,42.00,175,HOMBRE
0,Robusta,TAMAULIPAS,11,1,23.00,172,MUJER
0,NO ESPECIFICADO,SINALOA,11,0,42.00,,MUJER
0,NO ESPECIFICADO,TAMAULIPAS,11,0,30.00,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,11,0,68.00,,HOMBRE
0,Robusta,JALISCO,11,1,36.00,165,HOMBRE
0,Delgada,JALISCO,11,1,59.00,170,HOMBRE
0,Delgada,TAMAULIPAS,11,1,,160,HOMBRE
0,Delgada,CHIAPAS,11,1,28.00,165,MUJER
0,NO ESPECIFICADO,MICHOACAN,11,0,33.00,,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,11,0,23.00,,HOMBRE
0,Delgada,JALISCO,11,0,41.00,170,HOMBRE
0,Robusta,TAMAULIPAS,11,0,28.00,165,MUJER
0,Mediana,ESTADO DE MEXICO,11,0,23.00,150,MUJER
0,Robusta,OAXACA,11,1,28.00,165,MUJER
0,Delgada,GUERRERO,11,1,40.00,175,HOMBRE
0,Delgada,GUERRERO,11,1,36.00,170,HOMBRE
0,Delgada,VERACRUZ,11,0,24.00,165,MUJER
0,Delgada,VERACRUZ,11,0,26.00,178,HOMBRE
0,Delgada,ZACATECAS,11,1,21.00,180,HOMBRE
0,Delgada,TAMAULIPAS,11,1,14.00,170,MUJER
0,NO ESPECIFICADO,NUEVO LEON,11,0,31.00,,HOMBRE
0,Robusta,ESTADO DE MEXICO,11,1,,60,HOMBRE
0,Delgada,SONORA,11,1,37.00,164,HOMBRE
0,Delgada,SINALOA,11,0,56.00,175,HOMBRE
0,Mediana,SINALOA,11,0,23.00,175,HOMBRE
0,NO ESPECIFICADO,SINALOA,11,0,43.00,180,HOMBRE
0,Delgada,GUERRERO,11,1,25.00,164,HOMBRE
0,NO ESPECIFICADO,SINALOA,11,0,48.00,,HOMBRE
0,Delgada,SINALOA,11,0,29.00,160,HOMBRE
0,Delgada,SINALOA,11,0,31.00,180,HOMBRE
0,Delgada,JALISCO,11,1,26.00,170,HOMBRE
0,NO ESPECIFICADO,COAHUILA DE ZARAGOZA,11,1,15.00,,HOMBRE
0,Robusta,ZACATECAS,11,1,48.00,178,HOMBRE
0,Mediana,PUEBLA,11,1,30.00,160,HOMBRE
0,Delgada,COLIMA,11,0,16.00,160,MUJER
0,Robusta,CHIAPAS,11,1,40.00,180,HOMBRE
0,Robusta,PUEBLA,11,1,35.00,170,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,11,0,66.00,,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,11,1,36.00,162,MUJER
0,Mediana,GUERRERO,11,1,40.00,170,HOMBRE
0,Robusta,ESTADO DE MEXICO,11,0,24.00,156,MUJER
0,Mediana,ESTADO DE MEXICO,11,0,2.00,85,HOMBRE
0,Delgada,ESTADO DE MEXICO,11,0,14.00,165,MUJER
1,Delgada,ESTADO DE MEXICO,11,0,21.00,160,MUJER
1,Delgada,ESTADO DE MEXICO,11,0,2.00,70,MUJER
0,Mediana,ESTADO DE MEXICO,11,0,76.00,160,HOMBRE
0,Delgada,ESTADO DE MEXICO,11,0,24.00,170,HOMBRE
0,Mediana,JALISCO,11,1,24.00,165,HOMBRE
0,Mediana,TAMAULIPAS,12,0,26.00,175,HOMBRE
0,NO ESPECIFICADO,SINALOA,12,0,55.00,,MUJER
0,NO ESPECIFICADO,SONORA,12,0,84.00,,MUJER
0,Robusta,CHIHUAHUA,12,0,43.00,175,HOMBRE
0,Delgada,SINALOA,12,1,43.00,155,HOMBRE
0,Robusta,TAMAULIPAS,12,1,,170,HOMBRE
0,Delgada,SONORA,12,0,21.00,175,HOMBRE
0,Obesa,SONORA,12,0,26.00,170,HOMBRE
0,Robusta,SONORA,12,0,32.00,180,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,12,0,31.00,,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,12,1,23.00,170,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,12,1,31.00,165,HOMBRE
0,Robusta,COAHUILA DE ZARAGOZA,12,0,30.00,160,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,12,0,27.00,177,HOMBRE
0,Delgada,TAMAULIPAS,12,1,38.00,160,HOMBRE
0,Robusta,SINALOA,12,1,18.00,165,HOMBRE
0,Robusta,TAMAULIPAS,12,1,,174,HOMBRE
0,Mediana,BAJA CALIFORNIA,12,0,39.00,165,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,12,0,11.00,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,12,0,,,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,12,0,42.00,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,12,0,,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,12,0,,,HOMBRE
0,NO ESPECIFICADO,COAHUILA DE ZARAGOZA,12,1,19.00,,HOMBRE
0,NO ESPECIFICADO,ESTADO DE MEXICO,12,0,17.00,,HOMBRE
0,Robusta,TAMAULIPAS,12,1,23.00,150,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,12,0,,,MUJER
0,Delgada,SINALOA,12,0,34.00,170,HOMBRE
0,Robusta,SINALOA,12,0,38.00,170,HOMBRE
0,Mediana,SINALOA,12,0,35.00,170,HOMBRE
0,Robusta,SONORA,12,1,25.00,178,HOMBRE
0,Robusta,GUERRERO,12,0,37.00,165,HOMBRE
0,Delgada,GUERRERO,12,1,52.00,160,HOMBRE
0,Robusta,SONORA,12,1,51.00,160,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,12,0,27.00,,HOMBRE
0,NO ESPECIFICADO,MICHOACAN,12,0,17.00,,HOMBRE
0,Delgada,SINALOA,12,1,15.00,170,MUJER
0,Mediana,SONORA,12,1,46.00,155,HOMBRE
0,Delgada,SONORA,12,0,18.00,160,HOMBRE
0,Delgada,ZACATECAS,12,1,39.00,170,HOMBRE
1,Delgada,SINALOA,12,1,14.00,150,MUJER
0,Delgada,SINALOA,12,1,40.00,154,MUJER
0,Delgada,ESTADO DE MEXICO,12,0,16.00,160,MUJER
0,Robusta,ESTADO DE MEXICO,12,0,21.00,164,MUJER
0,Delgada,PUEBLA,12,0,15.00,163,MUJER
0,Delgada,PUEBLA,12,1,17.00,160,HOMBRE
0,Mediana,ESTADO DE MEXICO,12,0,16.00,160,MUJER
0,Delgada,ESTADO DE MEXICO,12,0,14.00,150,MUJER
0,Delgada,ESTADO DE MEXICO,12,0,23.00,130,MUJER
0,Robusta,ESTADO DE MEXICO,12,0,4.00,70,HOMBRE
0,Delgada,ESTADO DE MEXICO,12,0,5.00,78,MUJER
0,Delgada,ESTADO DE MEXICO,12,0,3.00,60,MUJER
0,Mediana,ESTADO DE MEXICO,12,0,24.00,145,MUJER
0,Delgada,CHIAPAS,12,1,34.00,170,HOMBRE
0,Delgada,CHIAPAS,12,1,3.00,100,MUJER
0,Robusta,ESTADO DE MEXICO,12,0,30.00,189,HOMBRE
0,Delgada,ZACATECAS,12,0,36.00,160,MUJER
0,NO ESPECIFICADO,SINALOA,1,0,19.00,,HOMBRE
0,NO ESPECIFICADO,AGUASCALIENTES,1,0,13.00,,MUJER
0,Mediana,ESTADO DE MEXICO,1,1,36.00,168,HOMBRE
0,Robusta,CHIHUAHUA,1,0,63.00,163,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,1,1,20.00,177,MUJER
0,NO ESPECIFICADO,COAHUILA DE ZARAGOZA,1,0,20.00,,HOMBRE
0,Delgada,COAHUILA DE ZARAGOZA,1,0,40.00,171,HOMBRE
0,NO ESPECIFICADO,SINALOA,1,0,27.00,,HOMBRE
0,NO ESPECIFICADO,SINALOA,1,0,17.00,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,1,1,42.00,,HOMBRE
0,Mediana,JALISCO,1,1,30.00,180,HOMBRE
0,NO ESPECIFICADO,SINALOA,1,0,32.00,,HOMBRE
0,Delgada,SINALOA,1,0,54.00,175,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,1,0,51.00,,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,1,0,18.00,,MUJER
0,Mediana,COLIMA,1,0,22.00,175,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,1,0,53.00,,HOMBRE
0,NO ESPECIFICADO,GUERRERO,1,0,38.00,,HOMBRE
0,NO ESPECIFICADO,GUERRERO,1,0,14.00,,MUJER
0,Robusta,CIUDAD DE MEXICO,1,1,15.00,150,MUJER
0,Robusta,ESTADO DE MEXICO,1,1,33.00,180,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,1,0,16.00,,HOMBRE
0,Mediana,TAMAULIPAS,1,0,,175,HOMBRE
0,NO ESPECIFICADO,TAMAULIPAS,1,0,,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,1,0,25.00,,HOMBRE
0,NO ESPECIFICADO,COAHUILA DE ZARAGOZA,1,0,,,HOMBRE
0,NO ESPECIFICADO,NUEVO LEON,1,0,21.00,,HOMBRE
